Tenure in Months,Monthly Charge,Contract,Paperless Billing,Payment Method,Unlimited Data,Avg Monthly GB Download,Number of Referrals
35,96.75,Month-to-Month,Yes,Credit Card,No,23.0,0
43,75.35,Month-to-Month,Yes,Credit Card,Yes,28.0,0
56,81.8,Two Year,Yes,Credit Card,Yes,21.0,0
1,19.85,Month-to-Month,No,Credit Card,,21.0,0
12,56.3,Month-to-Month,Yes,Mailed Check,Yes,29.0,5
14,75.1,Two Year,Yes,Bank Withdrawal,Yes,4.0,8
8,60.0,Month-to-Month,Yes,Bank Withdrawal,Yes,24.0,0
43,86.45,Two Year,No,Credit Card,Yes,14.0,6
38,74.05,One Year,No,Bank Withdrawal,Yes,76.0,4
30,101.3,Two Year,Yes,Bank Withdrawal,Yes,17.0,0
48,45.3,Month-to-Month,Yes,Bank Withdrawal,No,58.0,3
25,20.1,Two Year,No,Credit Card,,22.0,1
1,80.05,Month-to-Month,Yes,Mailed Check,Yes,7.0,1
13,78.75,Month-to-Month,Yes,Bank Withdrawal,No,23.0,0
58,99.15,One Year,No,Bank Withdrawal,Yes,14.0,0
34,64.2,One Year,No,Bank Withdrawal,Yes,23.0,2
10,29.6,Two Year,Yes,Mailed Check,Yes,29.0,0
67,69.9,Two Year,Yes,Bank Withdrawal,Yes,24.0,1
63,19.35,Two Year,No,Bank Withdrawal,,22.0,0
41,99.65,Two Year,Yes,Credit Card,Yes,59.0,0
2,76.4,Month-to-Month,No,Bank Withdrawal,Yes,51.0,1
41,68.6,One Year,Yes,Bank Withdrawal,Yes,30.0,0
22,25.25,Two Year,No,Credit Card,,22.0,9
36,93.6,Month-to-Month,Yes,Bank Withdrawal,Yes,41.0,3
28,35.9,One Year,Yes,Bank Withdrawal,No,58.0,3
12,84.5,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,1
1,50.5,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
6,56.25,Month-to-Month,No,Bank Withdrawal,Yes,22.0,0
12,84.45,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
26,98.65,Month-to-Month,Yes,Bank Withdrawal,Yes,76.0,0
55,50.55,Month-to-Month,Yes,Credit Card,Yes,17.0,0
1,29.7,Month-to-Month,No,Mailed Check,Yes,69.0,0
24,66.3,Month-to-Month,No,Credit Card,Yes,27.0,6
1,60.1,Month-to-Month,No,Mailed Check,Yes,85.0,0
35,113.2,Two Year,Yes,Credit Card,Yes,8.0,0
71,24.35,Two Year,No,Credit Card,,22.0,0
22,20.3,One Year,No,Credit Card,,22.0,0
2,94.0,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
56,68.75,One Year,No,Bank Withdrawal,No,76.0,7
71,25.55,Two Year,No,Bank Withdrawal,,22.0,0
57,69.75,Two Year,No,Mailed Check,Yes,48.0,0
16,78.75,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,0
6,49.15,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,1
49,61.75,Month-to-Month,No,Bank Withdrawal,Yes,28.0,6
3,74.55,Month-to-Month,Yes,Bank Withdrawal,Yes,73.0,0
17,25.1,Month-to-Month,No,Credit Card,Yes,11.0,0
30,85.15,Month-to-Month,No,Bank Withdrawal,Yes,8.0,0
7,84.8,Month-to-Month,Yes,Bank Withdrawal,No,13.0,0
66,108.45,One Year,Yes,Bank Withdrawal,Yes,9.0,3
18,20.1,One Year,No,Mailed Check,,22.0,0
18,19.25,Month-to-Month,No,Credit Card,,22.0,0
7,74.4,Month-to-Month,Yes,Credit Card,Yes,17.0,1
15,76.5,Month-to-Month,No,Bank Withdrawal,Yes,18.0,5
8,30.45,Month-to-Month,Yes,Bank Withdrawal,No,4.0,0
7,50.7,Month-to-Month,No,Credit Card,Yes,71.0,1
37,67.45,One Year,No,Bank Withdrawal,Yes,14.0,0
56,25.95,Two Year,Yes,Bank Withdrawal,,22.0,0
33,24.5,Two Year,Yes,Credit Card,,20.0,1
29,39.5,One Year,No,Credit Card,Yes,28.0,0
15,89.0,One Year,No,Credit Card,Yes,21.0,0
32,54.65,One Year,No,Bank Withdrawal,No,14.0,0
67,60.5,One Year,No,Credit Card,Yes,73.0,0
72,24.3,Two Year,No,Bank Withdrawal,,22.0,5
27,56.7,Month-to-Month,Yes,Credit Card,Yes,9.0,0
3,18.8,Month-to-Month,No,Credit Card,,21.0,0
3,70.25,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
23,49.7,Month-to-Month,No,Credit Card,No,2.0,0
58,97.8,One Year,Yes,Bank Withdrawal,Yes,28.0,5
46,43.95,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,1
72,45.25,Two Year,No,Credit Card,Yes,17.0,11
67,116.1,Two Year,Yes,Credit Card,No,29.0,0
40,93.4,Month-to-Month,Yes,Bank Withdrawal,Yes,22.0,0
1,68.65,Month-to-Month,No,Bank Withdrawal,Yes,28.0,0
9,44.95,Month-to-Month,No,Mailed Check,No,26.0,0
1,55.2,Month-to-Month,No,Credit Card,Yes,58.0,0
2,91.15,Month-to-Month,Yes,Bank Withdrawal,No,12.0,0
60,103.75,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,1
2,24.45,Month-to-Month,Yes,Credit Card,Yes,6.0,0
48,95.5,Two Year,Yes,Credit Card,Yes,29.0,0
12,94.2,Month-to-Month,Yes,Bank Withdrawal,No,24.0,0
23,75.6,Month-to-Month,No,Bank Withdrawal,Yes,23.0,0
1,45.4,Month-to-Month,Yes,Credit Card,Yes,26.0,0
71,108.6,Two Year,Yes,Credit Card,No,11.0,1
72,104.15,Two Year,Yes,Bank Withdrawal,Yes,2.0,0
7,74.9,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
32,64.85,One Year,Yes,Bank Withdrawal,Yes,12.0,0
1,45.25,One Year,No,Bank Withdrawal,Yes,12.0,0
30,64.5,Month-to-Month,Yes,Mailed Check,Yes,15.0,0
56,93.15,One Year,Yes,Bank Withdrawal,Yes,9.0,1
65,19.85,Two Year,Yes,Credit Card,,22.0,5
41,19.75,Two Year,Yes,Bank Withdrawal,,22.0,1
68,105.75,One Year,No,Credit Card,Yes,17.0,9
34,20.65,Month-to-Month,No,Credit Card,,22.0,7
4,24.25,Month-to-Month,Yes,Mailed Check,Yes,16.0,0
1,70.7,Month-to-Month,Yes,Credit Card,Yes,52.0,0
47,20.25,Two Year,No,Credit Card,,22.0,0
12,81.45,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,0
4,72.75,Two Year,No,Bank Withdrawal,Yes,8.0,0
43,-2.0,One Year,Yes,Credit Card,Yes,25.0,11
72,106.1,Two Year,No,Credit Card,Yes,14.0,1
68,53.0,Two Year,Yes,Bank Withdrawal,Yes,23.0,4
52,106.5,One Year,Yes,Bank Withdrawal,No,18.0,9
4,18.85,Month-to-Month,No,Credit Card,,22.0,1
18,54.4,One Year,Yes,Credit Card,Yes,7.0,2
6,95.75,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
52,49.75,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,0
31,73.55,Two Year,Yes,Credit Card,Yes,8.0,0
55,94.45,Month-to-Month,Yes,Credit Card,Yes,16.0,1
72,78.85,Two Year,No,Bank Withdrawal,Yes,85.0,2
68,85.0,Two Year,Yes,Credit Card,No,16.0,7
13,74.65,One Year,Yes,Credit Card,Yes,15.0,0
2,44.6,Month-to-Month,Yes,Credit Card,Yes,16.0,3
5,69.35,One Year,Yes,Bank Withdrawal,Yes,13.0,0
46,33.7,One Year,No,Credit Card,Yes,18.0,0
32,79.25,One Year,Yes,Bank Withdrawal,Yes,18.0,4
38,60.0,Two Year,Yes,Bank Withdrawal,Yes,25.0,5
6,44.7,Month-to-Month,No,Credit Card,Yes,7.0,0
43,64.85,One Year,Yes,Bank Withdrawal,Yes,8.0,6
11,79.5,Month-to-Month,Yes,Bank Withdrawal,Yes,52.0,0
44,56.25,Month-to-Month,No,Bank Withdrawal,No,75.0,10
1,49.8,Month-to-Month,Yes,Credit Card,Yes,13.0,0
49,87.2,One Year,Yes,Credit Card,Yes,23.0,4
54,-3.0,Two Year,Yes,Bank Withdrawal,,22.0,1
57,90.65,One Year,Yes,Bank Withdrawal,Yes,4.0,10
48,99.0,One Year,Yes,Bank Withdrawal,Yes,2.0,0
7,20.05,Month-to-Month,No,Mailed Check,,20.0,0
7,20.25,One Year,No,Credit Card,,22.0,0
31,25.75,Two Year,No,Credit Card,,22.0,7
3,69.6,Month-to-Month,Yes,Credit Card,No,16.0,0
46,38.25,Two Year,No,Credit Card,Yes,2.0,0
4,94.9,Month-to-Month,Yes,Credit Card,Yes,41.0,0
25,95.15,Month-to-Month,Yes,Bank Withdrawal,No,52.0,0
4,80.6,Month-to-Month,Yes,Mailed Check,Yes,2.0,1
1,49.5,Month-to-Month,No,Bank Withdrawal,No,8.0,0
29,103.95,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,1
43,56.15,Month-to-Month,No,Bank Withdrawal,Yes,20.0,3
72,116.95,Two Year,Yes,Credit Card,Yes,3.0,9
57,65.2,Month-to-Month,No,Bank Withdrawal,Yes,15.0,3
68,110.2,Two Year,Yes,Bank Withdrawal,Yes,75.0,1
25,89.5,Month-to-Month,Yes,Bank Withdrawal,Yes,3.0,0
64,99.25,Two Year,No,Credit Card,Yes,14.0,0
63,67.25,Two Year,No,Credit Card,No,28.0,2
35,24.3,Two Year,No,Bank Withdrawal,,22.0,5
59,107.0,One Year,Yes,Credit Card,No,48.0,7
34,30.4,One Year,No,Bank Withdrawal,Yes,42.0,0
68,75.8,One Year,Yes,Bank Withdrawal,No,18.0,1
1,45.15,Month-to-Month,No,Credit Card,Yes,10.0,0
44,96.1,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,4
34,77.2,One Year,No,Bank Withdrawal,Yes,52.0,0
15,19.6,Two Year,No,Credit Card,,22.0,0
69,107.2,One Year,Yes,Credit Card,Yes,24.0,8
4,25.3,Two Year,Yes,Credit Card,,22.0,0
9,66.25,Month-to-Month,No,Mailed Check,No,69.0,0
71,111.3,Two Year,No,Credit Card,Yes,19.0,0
53,95.85,One Year,Yes,Credit Card,Yes,12.0,1
59,99.5,One Year,Yes,Bank Withdrawal,Yes,9.0,0
2,78.55,Month-to-Month,Yes,Bank Withdrawal,Yes,14.0,0
8,64.1,Month-to-Month,No,Mailed Check,No,73.0,0
71,25.6,Two Year,No,Credit Card,,22.0,3
2,53.45,Month-to-Month,No,Bank Withdrawal,Yes,76.0,0
7,34.5,Month-to-Month,Yes,Bank Withdrawal,Yes,30.0,2
4,19.9,Two Year,No,Mailed Check,,22.0,1
8,100.3,Month-to-Month,No,Credit Card,Yes,27.0,0
68,58.25,One Year,No,Bank Withdrawal,No,30.0,4
72,76.8,Two Year,Yes,Bank Withdrawal,No,9.0,5
15,74.2,Month-to-Month,Yes,Credit Card,Yes,9.0,0
20,39.4,Two Year,Yes,Credit Card,Yes,22.0,4
51,19.85,One Year,Yes,Bank Withdrawal,,22.0,0
54,94.75,One Year,Yes,Bank Withdrawal,No,30.0,0
3,49.15,Month-to-Month,Yes,Bank Withdrawal,No,29.0,0
8,99.65,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
1,44.4,Month-to-Month,No,Credit Card,Yes,30.0,0
72,115.5,Two Year,Yes,Bank Withdrawal,Yes,10.0,1
71,90.35,Two Year,No,Bank Withdrawal,Yes,29.0,1
4,24.45,Month-to-Month,Yes,Bank Withdrawal,Yes,9.0,0
70,98.3,Two Year,No,Bank Withdrawal,No,3.0,1
18,19.55,Month-to-Month,Yes,Credit Card,,22.0,0
16,90.8,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,8
2,19.85,Month-to-Month,No,Bank Withdrawal,,21.0,8
15,19.75,Month-to-Month,No,Bank Withdrawal,,20.0,0
34,89.85,Month-to-Month,Yes,Bank Withdrawal,Yes,85.0,5
4,91.65,Month-to-Month,Yes,Bank Withdrawal,Yes,14.0,1
47,87.2,Month-to-Month,No,Bank Withdrawal,Yes,13.0,7
33,20.15,One Year,Yes,Credit Card,,22.0,0
7,35.3,One Year,No,Credit Card,Yes,14.0,0
65,103.15,One Year,Yes,Bank Withdrawal,Yes,5.0,1
62,104.85,One Year,Yes,Bank Withdrawal,Yes,18.0,8
1,53.55,Month-to-Month,Yes,Credit Card,Yes,14.0,0
71,109.25,Two Year,No,Bank Withdrawal,Yes,22.0,7
4,100.2,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,1
44,111.5,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,0
46,104.45,Two Year,Yes,Bank Withdrawal,Yes,30.0,0
11,80.5,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,3
5,75.55,Month-to-Month,Yes,Credit Card,Yes,9.0,0
13,20.2,One Year,No,Mailed Check,,22.0,0
26,78.8,Month-to-Month,Yes,Bank Withdrawal,Yes,15.0,0
27,36.5,Month-to-Month,No,Bank Withdrawal,No,25.0,1
68,103.75,Two Year,Yes,Credit Card,Yes,53.0,6
67,69.2,Two Year,Yes,Credit Card,Yes,20.0,0
1,29.9,Month-to-Month,No,Credit Card,Yes,24.0,0
1,75.3,Month-to-Month,No,Bank Withdrawal,Yes,3.0,0
44,89.2,Two Year,Yes,Bank Withdrawal,Yes,30.0,6
23,64.9,One Year,Yes,Bank Withdrawal,No,23.0,0
72,70.45,Two Year,Yes,Bank Withdrawal,Yes,19.0,8
63,109.4,Month-to-Month,Yes,Bank Withdrawal,Yes,20.0,0
18,20.35,One Year,No,Bank Withdrawal,,22.0,0
5,69.95,Month-to-Month,No,Bank Withdrawal,Yes,10.0,1
70,111.95,Two Year,Yes,Credit Card,Yes,26.0,0
69,112.55,Two Year,Yes,Bank Withdrawal,Yes,41.0,9
13,29.15,Month-to-Month,No,Bank Withdrawal,Yes,28.0,0
61,104.4,One Year,Yes,Credit Card,Yes,17.0,1
72,60.0,Two Year,Yes,Bank Withdrawal,Yes,16.0,3
53,53.6,One Year,Yes,Bank Withdrawal,Yes,25.0,0
15,101.35,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
69,61.45,Two Year,Yes,Credit Card,Yes,69.0,1
3,64.4,Month-to-Month,Yes,Credit Card,Yes,7.0,0
10,20.55,Month-to-Month,Yes,Mailed Check,,22.0,0
6,94.05,Month-to-Month,Yes,Credit Card,Yes,19.0,7
15,50.75,One Year,No,Bank Withdrawal,Yes,14.0,0
18,69.5,Month-to-Month,No,Mailed Check,Yes,8.0,0
4,19.0,Month-to-Month,No,Credit Card,,22.0,0
16,55.85,One Year,Yes,Credit Card,Yes,17.0,1
57,87.55,Month-to-Month,Yes,Bank Withdrawal,Yes,41.0,0
43,35.2,One Year,Yes,Credit Card,Yes,4.0,0
1,74.2,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
20,70.45,Month-to-Month,Yes,Bank Withdrawal,Yes,8.0,1
65,104.1,Two Year,Yes,Bank Withdrawal,Yes,57.0,0
61,19.1,One Year,No,Credit Card,,22.0,8
1,18.9,Month-to-Month,No,Credit Card,,21.0,0
7,79.0,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
62,104.05,Two Year,Yes,Bank Withdrawal,Yes,19.0,0
19,20.2,Month-to-Month,No,Mailed Check,,22.0,6
10,102.1,Month-to-Month,Yes,Credit Card,Yes,22.0,1
67,69.35,One Year,Yes,Credit Card,Yes,24.0,6
46,35.05,Month-to-Month,No,Bank Withdrawal,Yes,52.0,9
69,95.35,Two Year,Yes,Bank Withdrawal,Yes,13.0,5
3,25.25,Month-to-Month,No,Bank Withdrawal,Yes,27.0,0
72,65.5,Two Year,No,Bank Withdrawal,Yes,4.0,6
72,20.55,Two Year,No,Bank Withdrawal,,22.0,5
3,94.85,Two Year,Yes,Bank Withdrawal,Yes,28.0,0
69,24.6,Two Year,No,Credit Card,,22.0,0
29,45.9,Month-to-Month,Yes,Bank Withdrawal,No,15.0,3
60,99.65,Two Year,Yes,Bank Withdrawal,Yes,21.0,0
71,25.05,Two Year,No,Credit Card,,22.0,0
1,85.55,Month-to-Month,Yes,Credit Card,Yes,4.0,0
64,76.1,Two Year,Yes,Bank Withdrawal,Yes,20.0,4
14,85.15,Month-to-Month,Yes,Bank Withdrawal,Yes,42.0,1
22,81.7,One Year,No,Bank Withdrawal,Yes,22.0,0
53,100.3,One Year,Yes,Mailed Check,Yes,73.0,0
29,87.8,Month-to-Month,Yes,Credit Card,Yes,13.0,1
69,43.95,Two Year,Yes,Credit Card,Yes,59.0,7
13,20.3,Month-to-Month,Yes,Credit Card,,22.0,0
2,74.95,Month-to-Month,No,Bank Withdrawal,Yes,16.0,0
60,97.2,Two Year,Yes,Bank Withdrawal,Yes,13.0,6
72,25.25,Two Year,Yes,Bank Withdrawal,,22.0,9
14,65.45,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,1
47,96.1,One Year,Yes,Bank Withdrawal,Yes,52.0,1
4,44.8,Month-to-Month,No,Bank Withdrawal,Yes,19.0,1
24,70.3,Month-to-Month,Yes,Credit Card,Yes,26.0,6
71,90.3,Two Year,No,Credit Card,No,57.0,1
72,109.9,Two Year,Yes,Bank Withdrawal,Yes,73.0,0
72,73.0,Two Year,Yes,Credit Card,Yes,69.0,0
67,72.35,One Year,Yes,Bank Withdrawal,Yes,9.0,0
54,63.35,Two Year,No,Credit Card,Yes,59.0,1
2,68.95,Month-to-Month,No,Bank Withdrawal,Yes,39.0,0
66,85.9,Two Year,Yes,Bank Withdrawal,Yes,10.0,2
63,89.6,Two Year,Yes,Bank Withdrawal,Yes,16.0,0
62,19.95,One Year,No,Bank Withdrawal,,22.0,9
64,86.8,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
9,79.55,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,0
34,78.95,One Year,Yes,Bank Withdrawal,Yes,12.0,1
17,76.65,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
66,61.15,Two Year,Yes,Bank Withdrawal,Yes,30.0,0
7,20.75,Month-to-Month,No,Mailed Check,,22.0,0
12,20.45,Month-to-Month,No,Mailed Check,,22.0,0
24,39.1,Month-to-Month,No,Bank Withdrawal,Yes,5.0,1
68,54.4,One Year,Yes,Bank Withdrawal,Yes,11.0,8
8,74.5,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,1
16,93.2,Month-to-Month,Yes,Credit Card,Yes,7.0,0
37,88.8,Month-to-Month,Yes,Bank Withdrawal,Yes,16.0,3
1,35.0,Month-to-Month,No,Bank Withdrawal,Yes,14.0,9
1,45.95,Month-to-Month,No,Credit Card,Yes,30.0,0
3,91.85,Month-to-Month,No,Bank Withdrawal,Yes,21.0,0
11,66.35,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,1
21,61.65,Month-to-Month,No,Credit Card,Yes,52.0,0
1,19.4,Month-to-Month,Yes,Credit Card,,21.0,0
71,-8.0,Two Year,No,Credit Card,Yes,30.0,4
21,104.4,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,1
10,89.5,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
1,73.55,Month-to-Month,Yes,Bank Withdrawal,Yes,6.0,0
11,100.75,Month-to-Month,Yes,Bank Withdrawal,Yes,28.0,0
36,40.65,Two Year,No,Credit Card,Yes,71.0,5
50,20.55,Two Year,No,Credit Card,,22.0,4
1,69.4,Month-to-Month,No,Mailed Check,Yes,20.0,0
35,20.05,One Year,No,Bank Withdrawal,,22.0,4
26,75.5,One Year,No,Bank Withdrawal,Yes,29.0,0
7,75.35,Month-to-Month,Yes,Bank Withdrawal,Yes,17.0,0
15,19.75,Month-to-Month,No,Credit Card,,22.0,0
26,91.25,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
11,51.0,Month-to-Month,No,Bank Withdrawal,No,57.0,8
47,70.55,Month-to-Month,No,Bank Withdrawal,Yes,26.0,1
50,90.1,One Year,Yes,Credit Card,Yes,22.0,0
1,55.7,Month-to-Month,No,Credit Card,Yes,9.0,10
9,20.4,Month-to-Month,No,Credit Card,,22.0,0
72,25.65,Two Year,No,Bank Withdrawal,,22.0,4
40,97.1,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,1
67,108.75,Two Year,Yes,Credit Card,Yes,28.0,1
2,55.05,Month-to-Month,Yes,Credit Card,Yes,30.0,0
70,74.1,One Year,No,Credit Card,Yes,21.0,7
28,19.9,One Year,No,Credit Card,,22.0,9
47,19.3,Two Year,No,Bank Withdrawal,,22.0,1
42,85.9,Month-to-Month,Yes,Credit Card,Yes,13.0,8
57,94.7,One Year,No,Bank Withdrawal,Yes,7.0,0
56,59.8,Two Year,Yes,Bank Withdrawal,Yes,13.0,1
1,19.75,Month-to-Month,No,Credit Card,,20.0,0
2,70.95,Month-to-Month,Yes,Bank Withdrawal,Yes,26.0,0
72,25.7,Two Year,Yes,Credit Card,,22.0,9
46,19.4,Two Year,No,Credit Card,,22.0,9
5,83.6,Month-to-Month,Yes,Bank Withdrawal,Yes,23.0,1
36,25.1,Two Year,No,Credit Card,,22.0,9
37,90.6,One Year,Yes,Bank Withdrawal,Yes,6.0,0
9,20.15,Month-to-Month,No,Bank Withdrawal,,22.0,0
4,65.55,Month-to-Month,No,Credit Card,Yes,59.0,0
8,44.65,Month-to-Month,No,Bank Withdrawal,Yes,75.0,1
38,70.45,One Year,Yes,Bank Withdrawal,Yes,17.0,0
72,24.9,Two Year,No,Credit Card,,22.0,5
62,92.3,One Year,Yes,Bank Withdrawal,Yes,16.0,0
37,19.85,One Year,Yes,Bank Withdrawal,,22.0,8
17,83.55,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,0
36,60.7,One Year,No,Credit Card,Yes,24.0,7
57,86.9,One Year,Yes,Bank Withdrawal,Yes,26.0,0
72,108.65,Two Year,Yes,Bank Withdrawal,Yes,29.0,1
34,19.7,Month-to-Month,No,Credit Card,,22.0,0
5,84.7,One Year,Yes,Bank Withdrawal,Yes,4.0,0
14,87.25,Month-to-Month,Yes,Bank Withdrawal,Yes,19.0,1
50,100.65,One Year,Yes,Bank Withdrawal,Yes,23.0,1
7,76.45,Month-to-Month,No,Bank Withdrawal,No,18.0,0
9,24.95,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
55,19.4,Two Year,No,Credit Card,,22.0,8
69,20.35,One Year,Yes,Credit Card,,22.0,5
41,102.6,One Year,Yes,Bank Withdrawal,Yes,10.0,1
1,69.1,Month-to-Month,Yes,Bank Withdrawal,Yes,18.0,0
35,19.65,One Year,No,Credit Card,,22.0,1
46,94.15,One Year,Yes,Bank Withdrawal,Yes,3.0,0
46,55.65,One Year,No,Credit Card,Yes,7.0,0
52,93.25,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,1
50,114.35,One Year,No,Credit Card,No,21.0,0
17,65.75,Month-to-Month,No,Bank Withdrawal,Yes,5.0,0
56,103.2,Two Year,Yes,Bank Withdrawal,Yes,19.0,3
72,20.1,Two Year,No,Bank Withdrawal,,22.0,10
9,85.05,Month-to-Month,Yes,Bank Withdrawal,No,6.0,0
56,110.5,One Year,No,Bank Withdrawal,Yes,29.0,0
19,89.35,One Year,Yes,Bank Withdrawal,Yes,52.0,1
16,94.25,Month-to-Month,Yes,Bank Withdrawal,No,59.0,0
1,20.15,Month-to-Month,No,Credit Card,,20.0,0
12,61.65,Month-to-Month,Yes,Mailed Check,Yes,30.0,0
6,89.5,Month-to-Month,Yes,Bank Withdrawal,Yes,25.0,0
5,45.7,Month-to-Month,No,Bank Withdrawal,Yes,15.0,0
64,24.05,Two Year,Yes,Mailed Check,,22.0,5
70,19.85,Two Year,No,Credit Card,,22.0,9
1,69.1,Month-to-Month,Yes,Credit Card,Yes,19.0,1
55,96.75,Month-to-Month,Yes,Bank Withdrawal,Yes,27.0,0
10,44.85,Month-to-Month,Yes,Credit Card,Yes,17.0,0
44,73.85,One Year,No,Bank Withdrawal,No,3.0,0
16,54.55,Two Year,Yes,Bank Withdrawal,Yes,23.0,5
2,75.45,Month-to-Month,Yes,Credit Card,Yes,25.0,0
72,101.35,One Year,Yes,Bank Withdrawal,Yes,23.0,6
10,60.2,Month-to-Month,No,Credit Card,Yes,12.0,5
29,98.5,Month-to-Month,Yes,Bank Withdrawal,No,28.0,1
24,102.95,Month-to-Month,Yes,Credit Card,Yes,26.0,0
20,68.7,One Year,Yes,Bank Withdrawal,Yes,52.0,0
13,98.0,Month-to-Month,Yes,Bank Withdrawal,Yes,4.0,1
8,55.75,Month-to-Month,No,Bank Withdrawal,Yes,53.0,1
61,51.35,Two Year,No,Credit Card,Yes,17.0,10
68,103.25,Two Year,Yes,Credit Card,Yes,29.0,2
69,95.75,One Year,No,Credit Card,Yes,27.0,9
64,102.1,Two Year,No,Bank Withdrawal,Yes,8.0,2
44,20.5,One Year,Yes,Bank Withdrawal,,22.0,1
44,-9.0,One Year,Yes,Bank Withdrawal,Yes,24.0,1
69,20.2,Two Year,No,Bank Withdrawal,,22.0,2
33,86.15,Month-to-Month,No,Credit Card,Yes,28.0,1
41,20.25,One Year,Yes,Credit Card,,22.0,0
21,80.9,One Year,No,Credit Card,No,19.0,7
20,96.8,Month-to-Month,No,Credit Card,Yes,23.0,7
53,61.1,One Year,Yes,Bank Withdrawal,Yes,24.0,0
6,55.9,Month-to-Month,No,Credit Card,No,20.0,1
59,54.15,Two Year,No,Credit Card,Yes,9.0,0
69,26.3,One Year,Yes,Bank Withdrawal,,22.0,7
13,96.85,Two Year,Yes,Bank Withdrawal,Yes,24.0,0
20,20.0,Month-to-Month,No,Bank Withdrawal,,22.0,4
61,100.7,One Year,Yes,Credit Card,No,19.0,5
24,96.0,Month-to-Month,Yes,Bank Withdrawal,Yes,2.0,0
72,89.1,Two Year,No,Credit Card,Yes,13.0,1
24,93.55,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,1
24,19.7,Two Year,Yes,Credit Card,,22.0,5
2,24.4,Month-to-Month,Yes,Credit Card,Yes,52.0,0
55,20.3,Two Year,No,Credit Card,,22.0,3
15,75.1,Month-to-Month,No,Mailed Check,Yes,17.0,7
12,45.05,Month-to-Month,Yes,Bank Withdrawal,Yes,12.0,0
2,44.6,Month-to-Month,No,Bank Withdrawal,Yes,51.0,1
53,99.5,Two Year,No,Credit Card,Yes,13.0,0
1,20.45,Month-to-Month,No,Credit Card,,21.0,0
72,64.45,Two Year,No,Bank Withdrawal,Yes,6.0,0
14,54.25,One Year,Yes,Mailed Check,Yes,7.0,0
70,80.7,Two Year,No,Bank Withdrawal,Yes,16.0,6
70,89.75,Two Year,No,Credit Card,No,7.0,0
37,91.2,Month-to-Month,No,Bank Withdrawal,No,30.0,0
62,56.15,One Year,No,Bank Withdrawal,Yes,8.0,0
72,64.45,Two Year,No,Credit Card,Yes,48.0,1
16,35.5,Month-to-Month,Yes,Credit Card,No,53.0,1
10,45.55,Month-to-Month,Yes,Bank Withdrawal,Yes,69.0,0
46,84.8,Month-to-Month,Yes,Bank Withdrawal,Yes,59.0,0
34,116.25,One Year,No,Credit Card,Yes,13.0,0
9,80.8,Month-to-Month,Yes,Bank Withdrawal,Yes,7.0,0
7,64.95,Two Year,Yes,Bank Withdrawal,Yes,7.0,0
1,44.95,Month-to-Month,Yes,Mailed Check,Yes,13.0,0
27,19.4,Month-to-Month,Yes,Credit Card,,22.0,0
17,21.1,Month-to-Month,No,Credit Card,,22.0,0
1,29.15,Month-to-Month,No,Credit Card,Yes,22.0,0
22,93.2,Month-to-Month,Yes,Credit Card,Yes,17.0,0
68,72.95,Two Year,Yes,Bank Withdrawal,Yes,25.0,4
32,98.85,Month-to-Month,Yes,Credit Card,Yes,9.0,3
28,103.3,Month-to-Month,Yes,Bank Withdrawal,Yes,10.0,0
